State,District,Crop,Season,Area,Production,Yield,Risk
Andhra Pradesh,Guntur,Tur,Kharif,0.0,0.0,735.0,High
Madhya Pradesh,Rajgarh,Gram,Rabi,0.05,0.07,1417.0,Medium
Andhra Pradesh,Sri Sathya Sai,Small Millets,Total,0.0,0.0,501.0,High
Karnataka,Belagavi,Wheat,Total,0.52,0.83,1592.0,Medium
Maharashtra,Parbhani,Cereals,Summer,0.02,0.02,955.0,Medium
Maharashtra,Raigad,Tur,Kharif,0.0,0.0,258.0,High
Himachal Pradesh,Sirmaur,Ragi,Kharif,0.0,0.0,601.0,High
Telangana,Mahabubabad,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,970.0,Medium
Rajasthan,Jaisalmer,Barley,Total,0.0,0.0,3711.0,Low
Madhya Pradesh,Morena,Barley,Rabi,0.0,0.0,1783.0,Medium
Madhya Pradesh,Sheopur,Tur,Kharif,0.01,0.0,918.0,Medium
Rajasthan,Ajmer,Moong,Summer,0.0,0.0,736.0,High
Maharashtra,Wardha,Wheat,Total,0.31,0.63,2030.0,Low
Arunachal Pradesh,Lower Subansiri,Maize,Total,0.01,0.01,2328.0,Low
Andhra Pradesh,Prakasam,Moong,Total,0.0,0.0,492.0,High
Arunachal Pradesh,Shi Yomi,Total Food Grains,Total,0.03,0.06,1649.0,Medium
Rajasthan,Jodhpur,Total Food Grains,Total,6.32,3.87,613.0,High
Rajasthan,Tonk,Barley,Rabi,0.04,0.16,3711.0,Low
Karnataka,Haveri,Cereals,Kharif,2.77,7.11,2566.0,Low
Punjab,Ludhiana,Total Food Grains,Rabi,2.41,12.36,5124.0,Low
Tripura,Sepahijala,Urad,Kharif,0.0,0.0,821.0,High
Maharashtra,Ratnagiri,Cereals,Summer,0.0,0.0,2833.0,Low
Bihar,Munger,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,993.0,Medium
Rajasthan,Bharatpur,Shree Anna /Nutri Cereals,Kharif,1.53,2.71,1772.0,Medium
Rajasthan,Sikar,Maize,Total,0.0,0.0,2552.0,Low
Karnataka,Mandya,Total Food Grains,Kharif,1.91,3.06,1604.0,Medium
Bihar,Vaishali,Maize,Total,0.28,1.1,3893.0,Low
Karnataka,Vijayanagar,Moong,Rabi,0.0,0.0,299.0,High
Rajasthan,Banswara,Total Food Grains,Summer,0.0,0.0,718.0,High
Telangana,Narayanpet,Maize,Total,0.0,0.01,6071.0,Low
Rajasthan,Khairthal-Tijara,Jowar,Kharif,0.0,0.0,811.0,High
Maharashtra,Akola,Other Pulses,Kharif,0.0,0.0,538.0,High
Rajasthan,Jaipur,Wheat,Total,1.16,4.0,3454.0,Low
Andhra Pradesh,Anakapalli,Rice,Rabi,0.01,0.04,3126.0,Low
Telangana,Khammam,Nutri/Coarse Cereals,Total,0.51,3.56,6976.0,Low
Madhya Pradesh,Jabalpur,Maize,Summer,0.0,0.01,4896.0,Low
Rajasthan,Beawar,Cereals,Total,1.4,2.99,2130.0,Low
Telangana,Wanaparthy,Tur,Kharif,0.03,0.01,516.0,High
Bihar,Patna,Small Millets,Total,0.0,0.0,533.0,High
Telangana,Peddapalli,Nutri/Coarse Cereals,Total,0.08,0.65,8207.0,Low
Rajasthan,Udaipur,Gram,Total,0.2,0.24,1236.0,Medium
Maharashtra,Satara,Maize,Kharif,0.21,0.93,4469.0,Low
Uttarakhand,Chamoli,Nutri/Coarse Cereals,Rabi,0.02,0.03,1430.0,Medium
Madhya Pradesh,Morena,Maize,Total,0.0,0.0,3075.0,Low
Telangana,Nagarkurnool,Bajra,Kharif,0.0,0.0,1013.0,Medium
Telangana,Rajanna Sircilla,Other Pulses,Kharif,0.0,0.0,1058.0,Medium
Madhya Pradesh,Narsinghpur,Other Pulses,Total,0.04,0.04,978.0,Medium
Karnataka,Gadag,Total Pulses,Total,3.12,1.21,387.0,High
Madhya Pradesh,Shivpuri,Jowar,Kharif,0.0,0.0,1240.0,Medium
Karnataka,Mysuru,Small Millets,Total,0.0,0.0,426.0,High
Punjab,Barnala,Bajra,Kharif,0.0,0.0,948.0,Medium
Telangana,Kumuram Bheem Asifabad,Wheat,Rabi,0.0,0.01,3606.0,Low
Madhya Pradesh,Shajapur,Rice,Kharif,0.01,0.0,826.0,High
Telangana,Suryapet,Moong,Total,0.01,0.01,548.0,High
Jharkhand,Koderma,Bajra,Kharif,0.0,0.0,700.0,High
Bihar,Buxar,Small Millets,Total,0.0,0.0,489.0,High
Telangana,Medak,Other Pulses,Rabi,0.0,0.0,742.0,High
Telangana,Karimnagar,Rice,Rabi,1.05,4.1,3917.0,Low
Tripura,South Tripura,Rice,Total,0.39,1.29,3337.0,Low
Madhya Pradesh,Maihar,Nutri/Coarse Cereals,Total,0.05,0.05,1093.0,Medium
Andhra Pradesh,Kurnool,Rice,Rabi,0.04,0.11,3178.0,Low
Telangana,Sangareddy,Bajra,Total,0.0,0.0,1123.0,Medium
Punjab,Shahid Bhagat Singh Nagar,Nutri/Coarse Cereals,Kharif,0.05,0.26,4819.0,Low
Tripura,Gomati,Moong,Kharif,0.0,0.0,633.0,High
Rajasthan,Udaipur,Urad,Summer,0.0,0.0,1000.0,Medium
Madhya Pradesh,Bhind,Cereals,Total,2.27,7.41,3267.0,Low
Karnataka,Uttara Kannada,Cereals,Total,0.51,1.32,2589.0,Low
Maharashtra,Nashik,Shree Anna /Nutri Cereals,Kharif,0.86,1.19,1392.0,Medium
Karnataka,Belagavi,Nutri/Coarse Cereals,Summer,0.14,0.6,4362.0,Low
Bihar,Nawada,Other Pulses,Kharif,0.0,0.0,835.0,High
Andhra Pradesh,Annamayya,Cereals,Total,0.15,0.64,4116.0,Low
Bihar,Nalanda,Maize,Total,0.05,0.23,4767.0,Low
Madhya Pradesh,Harda,Cereals,Rabi,0.95,3.5,3683.0,Low
Arunachal Pradesh,Namsai,Wheat,Rabi,0.0,0.01,2034.0,Low
Jharkhand,Chatra,Total Food Grains,Total,0.89,1.61,1817.0,Medium
Punjab,Barnala,Total Food Grains,Rabi,1.15,6.04,5269.0,Low
Uttarakhand,Pithoragarh,Urad,Total,0.01,0.01,1104.0,Medium
Madhya Pradesh,Damoh,Urad,Total,0.9,0.61,674.0,High
Telangana,Vikarabad,Cereals,Kharif,0.59,1.89,3220.0,Low
Karnataka,Chamarajanagara,Maize,Kharif,0.23,0.79,3452.0,Low
Arunachal Pradesh,Kra Daadi,Maize,Kharif,0.0,0.01,1587.0,Medium
Madhya Pradesh,Panna,Nutri/Coarse Cereals,Kharif,0.04,0.07,1736.0,Medium
Bihar,Banka,Wheat,Total,0.29,0.78,2671.0,Low
Rajasthan,Hanumangarh,Cereals,Total,3.51,13.47,3841.0,Low
Karnataka,Bengaluru Rural,Cereals,Summer,0.0,0.01,4292.0,Low
Madhya Pradesh,Rewa,Total Food Grains,Summer,0.0,0.0,772.0,High
Andhra Pradesh,Kurnool,Other Pulses,Rabi,0.0,0.0,764.0,High
Madhya Pradesh,Betul,Total Food Grains,Kharif,2.65,6.61,2491.0,Low
Maharashtra,Ahmednagar,Rice,Kharif,0.19,0.52,2683.0,Low
Andhra Pradesh,Y.S.R.,Other Pulses,Total,0.01,0.01,616.0,High
Maharashtra,Washim,Wheat,Rabi,0.39,0.84,2143.0,Low
Madhya Pradesh,Damoh,Total Pulses,Total,2.82,2.85,1007.0,Medium
Karnataka,Bengaluru Rural,Jowar,Kharif,0.01,0.02,1982.0,Low
Madhya Pradesh,Panna,Rice,Total,1.36,2.77,2037.0,Low
Madhya Pradesh,Anuppur,Nutri/Coarse Cereals,Total,0.13,0.21,1635.0,Medium
Madhya Pradesh,Barwani,Jowar,Kharif,0.14,0.35,2560.0,Low
Andhra Pradesh,Kurnool,Nutri/Coarse Cereals,Rabi,0.19,0.59,3162.0,Low
Madhya Pradesh,Gwalior,Cereals,Total,2.76,8.09,2934.0,Low
Punjab,Gurdaspur,Lentil,Total,0.0,0.0,930.0,Medium
Maharashtra,Latur,Wheat,Rabi,0.13,0.23,1727.0,Medium
Maharashtra,Nashik,Gram,Total,0.27,0.19,686.0,High
Jharkhand,Garhwa,Jowar,Total,0.0,0.0,950.0,Medium
Telangana,Wanaparthy,Cereals,Total,1.48,5.14,3484.0,Low
Madhya Pradesh,Bhind,Tur,Total,0.0,0.0,1168.0,Medium
Telangana,Nagarkurnool,Cereals,Kharif,0.79,2.76,3510.0,Low
Madhya Pradesh,Damoh,Bajra,Kharif,0.0,0.0,2000.0,Low
Bihar,Buxar,Maize,Summer,0.0,0.0,5655.0,Low
Maharashtra,Ratnagiri,Rice,Summer,0.0,0.0,2833.0,Low
Andhra Pradesh,Annamayya,Total Pulses,Total,0.39,0.27,690.0,High
Rajasthan,Ganganagar,Wheat,Total,2.23,8.51,3822.0,Low
Karnataka,Belagavi,Maize,Kharif,1.51,6.25,4143.0,Low
Arunachal Pradesh,East Siang,Cereals,Total,0.19,0.35,1828.0,Medium
Madhya Pradesh,Barwani,Nutri/Coarse Cereals,Rabi,0.38,1.48,3924.0,Low
Telangana,Nizamabad,Maize,Rabi,0.09,0.57,6590.0,Low
Maharashtra,Palghar,Nutri/Coarse Cereals,Total,0.2,0.16,819.0,High
Madhya Pradesh,Sidhi,Moong,Total,0.03,0.01,356.0,High
Arunachal Pradesh,West Siang,Nutri/Coarse Cereals,Kharif,0.01,0.01,1352.0,Medium
Madhya Pradesh,Hoshangabad,Other Pulses,Rabi,0.0,0.0,760.0,High
Rajasthan,Pratapgarh,Tur,Total,0.0,0.0,1501.0,Medium
Madhya Pradesh,Datia,Total Pulses,Total,0.2,0.24,1203.0,Medium
Tripura,North Tripura,Total Pulses,Total,0.01,0.01,760.0,High
Bihar,Khagaria,Urad,Kharif,0.01,0.01,1226.0,Medium
Madhya Pradesh,Mandsaur,Moong,Total,0.0,0.0,438.0,High
Telangana,Adilabad,Rice,Total,0.01,0.03,3637.0,Low
Rajasthan,Dausa,Nutri/Coarse Cereals,Total,1.68,3.5,2086.0,Low
Madhya Pradesh,Dewas,Urad,Summer,0.0,0.0,710.0,High
Bihar,Araria,Total Food Grains,Summer,0.12,0.22,1882.0,Low
Punjab,Malerkotla,Wheat,Rabi,0.52,2.84,5439.0,Low
Maharashtra,Parbhani,Gram,Rabi,1.69,1.87,1110.0,Medium
Maharashtra,Beed,Cereals,Summer,0.11,0.11,1029.0,Medium
Maharashtra,Solapur,Gram,Rabi,0.57,0.43,763.0,High
Jharkhand,Garhwa,Bajra,Kharif,0.0,0.0,980.0,Medium
Madhya Pradesh,Chhindwara,Jowar,Total,0.0,0.0,1720.0,Medium
Himachal Pradesh,Kangra,Nutri/Coarse Cereals,Kharif,0.44,1.02,2321.0,Low
Tripura,Khowai,Maize,Total,0.01,0.02,2023.0,Low
Maharashtra,Parbhani,Moong,Kharif,0.06,0.06,913.0,Medium
Punjab,Rupnagar,Wheat,Total,0.67,3.12,4630.0,Low
Andhra Pradesh,Parvathipuram Manyam,Maize,Rabi,0.05,0.35,6729.0,Low
Maharashtra,Satara,Ragi,Total,0.04,0.03,912.0,Medium
Tripura,Khowai,Shree Anna /Nutri Cereals,Total,0.0,0.0,884.0,Medium
Punjab,Shahid Bhagat Singh Nagar,Rice,Total,0.63,2.87,4538.0,Low
Bihar,Saran,Gram,Total,0.0,0.0,1045.0,Medium
Telangana,Sangareddy,Urad,Total,0.04,0.03,723.0,High
Rajasthan,Deeg,Other Pulses,Kharif,0.0,0.0,491.0,High
Telangana,Kumuram Bheem Asifabad,Gram,Rabi,0.01,0.01,1201.0,Medium
Maharashtra,Yavatmal,Shree Anna /Nutri Cereals,Summer,0.07,0.06,900.0,Medium
Andhra Pradesh,East Godavari,Jowar,Total,0.0,0.0,6690.0,Low
Rajasthan,Deeg,Shree Anna /Nutri Cereals,Kharif,1.03,1.68,1627.0,Medium
Madhya Pradesh,Indore,Cereals,Kharif,0.03,0.08,2588.0,Low
Rajasthan,Sirohi,Gram,Total,0.05,0.06,1236.0,Medium
Punjab,Tarn Taran,Rice,Kharif,1.85,7.93,4280.0,Low
Jharkhand,Giridih,Maize,Rabi,0.0,0.01,2500.0,Low
Madhya Pradesh,Chhatarpur,Urad,Total,0.52,0.35,671.0,High
Telangana,Jagitial,Cereals,Rabi,1.28,5.31,4150.0,Low
Uttarakhand,Dehradun,Total Food Grains,Rabi,0.12,0.37,3107.0,Low
Jharkhand,Deoghar,Total Food Grains,Rabi,0.37,0.72,1923.0,Low
Maharashtra,Buldhana,Maize,Total,0.5,1.74,3452.0,Low
Punjab,Gurdaspur,Cereals,Kharif,1.73,7.05,4071.0,Low
Arunachal Pradesh,Tawang,Ragi,Kharif,0.01,0.02,1158.0,Medium
Rajasthan,Karauli,Gram,Rabi,0.07,0.08,1236.0,Medium
Andhra Pradesh,Y.S.R.,Small Millets,Total,0.02,0.01,558.0,High
Rajasthan,Churu,Total Pulses,Total,6.44,3.23,501.0,High
Madhya Pradesh,Pandhurna,Shree Anna /Nutri Cereals,Total,0.01,0.02,1425.0,Medium
Jharkhand,Sahebganj,Other Pulses,Total,0.03,0.02,702.0,High
Andhra Pradesh,Spsr Nellore,Rice,Kharif,0.16,0.56,3612.0,Low
Jharkhand,Bokaro,Maize,Rabi,0.0,0.02,3200.0,Low
Karnataka,Hassan,Cereals,Summer,0.01,0.02,3792.0,Low
Punjab,Shahid Bhagat Singh Nagar,Moong,Total,0.0,0.0,960.0,Medium
Telangana,Medchal Malkajgiri,Cereals,Rabi,0.06,0.22,3931.0,Low
Karnataka,Kolar,Rice,Kharif,0.03,0.09,3076.0,Low
Madhya Pradesh,Morena,Lentil,Total,0.0,0.0,1261.0,Medium
Bihar,Nalanda,Rice,Total,1.06,3.27,3075.0,Low
Madhya Pradesh,Anuppur,Rice,Summer,0.0,0.0,2732.0,Low
Punjab,Pathankot,Nutri/Coarse Cereals,Rabi,0.0,0.0,3116.0,Low
Madhya Pradesh,Dindori,Rice,Total,1.32,2.25,1708.0,Medium
Madhya Pradesh,Mauganj,Urad,Kharif,0.03,0.01,510.0,High
Bihar,Khagaria,Barley,Total,0.0,0.0,1881.0,Low
Maharashtra,Kolhapur,Nutri/Coarse Cereals,Rabi,0.14,0.31,2217.0,Low
Jharkhand,Deoghar,Nutri/Coarse Cereals,Kharif,0.16,0.45,2887.0,Low
Andhra Pradesh,Spsr Nellore,Shree Anna /Nutri Cereals,Total,0.02,0.05,2846.0,Low
Andhra Pradesh,Parvathipuram Manyam,Urad,Rabi,0.05,0.03,619.0,High
Madhya Pradesh,Morena,Nutri/Coarse Cereals,Total,1.77,5.49,3105.0,Low
Rajasthan,Deeg,Gram,Total,0.02,0.02,1236.0,Medium
Bihar,Vaishali,Barley,Total,0.0,0.0,1881.0,Low
Madhya Pradesh,Guna,Other Pulses,Total,0.0,0.0,915.0,Medium
Jharkhand,Latehar,Cereals,Total,0.54,1.05,1939.0,Low
Bihar,Bhagalpur,Cereals,Rabi,0.69,3.1,4457.0,Low
Andhra Pradesh,East Godavari,Other Pulses,Total,0.0,0.0,1009.0,Medium
Andhra Pradesh,East Godavari,Rice,Rabi,0.6,3.22,5399.0,Low
Telangana,Warangal,Urad,Total,0.0,0.0,1763.0,Medium
Karnataka,Davangere,Maize,Kharif,1.12,3.4,3046.0,Low
Bihar,Purnia,Tur,Kharif,0.0,0.0,1558.0,Medium
Himachal Pradesh,Sirmaur,Cereals,Kharif,0.24,0.77,3265.0,Low
Tripura,West Tripura,Tur,Kharif,0.0,0.0,846.0,High
Karnataka,Kalaburagi,Total Food Grains,Total,7.69,3.9,507.0,High
Bihar,Katihar,Moong,Kharif,0.01,0.0,663.0,High
Madhya Pradesh,Barwani,Moong,Kharif,0.01,0.01,770.0,High
Madhya Pradesh,Ujjain,Moong,Kharif,0.0,0.0,667.0,High
Karnataka,Bengaluru Rural,Moong,Kharif,0.0,0.0,430.0,High
Karnataka,Dharwad,Ragi,Kharif,0.0,0.0,1523.0,Medium
Madhya Pradesh,Harda,Urad,Total,0.0,0.0,592.0,High
Telangana,Suryapet,Nutri/Coarse Cereals,Kharif,0.0,0.0,3183.0,Low
Maharashtra,Hingoli,Tur,Kharif,0.31,0.32,1031.0,Medium
Rajasthan,Bharatpur,Barley,Rabi,0.01,0.02,3711.0,Low
Karnataka,Mysuru,Other Pulses,Kharif,0.39,0.23,588.0,High
Andhra Pradesh,Nandyal,Bajra,Kharif,0.05,0.11,2429.0,Low
Bihar,Muzaffarpur,Wheat,Total,1.21,3.7,3060.0,Low
Madhya Pradesh,Ujjain,Total Food Grains,Rabi,3.56,12.26,3448.0,Low
Andhra Pradesh,Alluri Sitharama Raju,Jowar,Rabi,0.0,0.01,6690.0,Low
Madhya Pradesh,Datia,Moong,Total,0.01,0.01,698.0,High
Telangana,Nizamabad,Nutri/Coarse Cereals,Kharif,0.27,1.47,5515.0,Low
Telangana,Mahabubnagar,Jowar,Kharif,0.07,0.05,730.0,High
Karnataka,Shivamogga,Urad,Kharif,0.0,0.0,590.0,High
Bihar,Madhepura,Wheat,Rabi,0.38,1.29,3404.0,Low
Madhya Pradesh,Hoshangabad,Nutri/Coarse Cereals,Rabi,0.01,0.03,3934.0,Low
Punjab,Patiala,Total Food Grains,Kharif,2.34,10.49,4484.0,Low
Tripura,Unakoti,Nutri/Coarse Cereals,Rabi,0.0,0.01,3393.0,Low
Bihar,Katihar,Nutri/Coarse Cereals,Total,0.74,5.77,7749.0,Low
Maharashtra,Pune,Ragi,Total,0.02,0.02,1099.0,Medium
Arunachal Pradesh,Tirap,Total Pulses,Total,0.0,0.0,1075.0,Medium
Madhya Pradesh,Neemuch,Moong,Total,0.0,0.0,414.0,High
Maharashtra,Raigad,Total Food Grains,Summer,0.01,0.03,3469.0,Low
Rajasthan,Ajmer,Other Pulses,Rabi,0.01,0.03,2903.0,Low
Jharkhand,Hazaribagh,Rice,Total,0.72,1.37,1906.0,Low
Madhya Pradesh,Alirajpur,Shree Anna /Nutri Cereals,Total,0.09,0.15,1650.0,Medium
Rajasthan,Salumbar,Maize,Rabi,0.0,0.0,1000.0,Medium
Telangana,Suryapet,Cereals,Rabi,1.92,6.74,3511.0,Low
Madhya Pradesh,Narsinghpur,Wheat,Rabi,1.32,4.07,3075.0,Low
Jharkhand,Giridih,Jowar,Total,0.0,0.0,1250.0,Medium
Telangana,Warangal,Shree Anna /Nutri Cereals,Total,0.0,0.0,919.0,Medium
Madhya Pradesh,Jabalpur,Small Millets,Total,0.08,0.08,1022.0,Medium
Madhya Pradesh,Rewa,Cereals,Kharif,2.02,5.83,2885.0,Low
Andhra Pradesh,Srikakulam,Other Pulses,Total,0.01,0.01,720.0,High
Bihar,Arwal,Other Pulses,Kharif,0.0,0.0,937.0,Medium
Madhya Pradesh,Dindori,Small Millets,Kharif,0.19,0.19,995.0,Medium
Karnataka,Yadgir,Rice,Total,1.38,4.58,3310.0,Low
Maharashtra,Ratnagiri,Other Pulses,Total,0.04,0.03,769.0,High
Maharashtra,Satara,Other Pulses,Kharif,0.45,0.62,1400.0,Medium
Bihar,Khagaria,Gram,Rabi,0.0,0.0,1070.0,Medium
Rajasthan,Banswara,Shree Anna /Nutri Cereals,Total,0.02,0.02,1100.0,Medium
Karnataka,Gadag,Nutri/Coarse Cereals,Kharif,1.24,3.25,2619.0,Low
Telangana,Mulugu,Maize,Rabi,0.04,0.33,7634.0,Low
Bihar,Arwal,Ragi,Total,0.0,0.0,981.0,Medium
Andhra Pradesh,Parvathipuram Manyam,Gram,Total,0.0,0.0,1692.0,Medium
Karnataka,Bengaluru Urban,Maize,Kharif,0.01,0.02,3932.0,Low
Karnataka,Mysuru,Moong,Kharif,0.04,0.01,327.0,High
Madhya Pradesh,Umaria,Bajra,Kharif,0.0,0.0,1000.0,Medium
Madhya Pradesh,Vidisha,Total Pulses,Total,1.79,2.2,1230.0,Medium
Maharashtra,Dhule,Bajra,Total,0.43,0.45,1065.0,Medium
Jharkhand,Dumka,Rice,Total,0.9,1.53,1703.0,Medium
Andhra Pradesh,Anantapur,Cereals,Rabi,0.18,0.58,3286.0,Low
Madhya Pradesh,Maihar,Maize,Rabi,0.0,0.0,2720.0,Low
Bihar,Siwan,Urad,Total,0.0,0.0,897.0,Medium
Arunachal Pradesh,Tawang,Cereals,Rabi,0.01,0.02,1899.0,Low
Jharkhand,Chatra,Ragi,Kharif,0.0,0.0,1470.0,Medium
Arunachal Pradesh,Siang,Other Pulses,Total,0.0,0.0,1595.0,Medium
Telangana,Vikarabad,Jowar,Rabi,0.05,0.1,1800.0,Medium
Karnataka,Bengaluru Rural,Maize,Kharif,0.04,0.13,3224.0,Low
Madhya Pradesh,East Nimar,Nutri/Coarse Cereals,Summer,0.0,0.0,5576.0,Low
Bihar,Gaya,Total Food Grains,Total,1.92,4.74,2469.0,Low
Madhya Pradesh,Mandsaur,Lentil,Rabi,0.14,0.11,736.0,High
Madhya Pradesh,Bhopal,Jowar,Total,0.0,0.0,1692.0,Medium
Madhya Pradesh,Ratlam,Other Pulses,Rabi,0.01,0.01,1091.0,Medium
Andhra Pradesh,Palnadu,Urad,Rabi,0.01,0.01,1336.0,Medium
Tripura,Khowai,Rice,Total,0.21,0.68,3189.0,Low
Telangana,Nalgonda,Jowar,Kharif,0.0,0.0,819.0,High
Bihar,Sheohar,Lentil,Rabi,0.01,0.01,1087.0,Medium
Andhra Pradesh,Parvathipuram Manyam,Small Millets,Total,0.0,0.0,744.0,High
Madhya Pradesh,Guna,Total Food Grains,Summer,0.11,0.13,1188.0,Medium
Telangana,Warangal,Other Pulses,Kharif,0.0,0.0,1090.0,Medium
Madhya Pradesh,Shivpuri,Maize,Rabi,0.0,0.0,3064.0,Low
Madhya Pradesh,Pandhurna,Moong,Kharif,0.0,0.0,455.0,High
Madhya Pradesh,Chhindwara,Shree Anna /Nutri Cereals,Kharif,0.04,0.04,1041.0,Medium
Rajasthan,Hanumangarh,Cereals,Rabi,2.53,10.71,4231.0,Low
Telangana,Yadadri Bhuvanagiri,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,826.0,High
Rajasthan,Pratapgarh,Urad,Total,0.0,0.0,370.0,High
Madhya Pradesh,Ashoknagar,Urad,Total,0.1,0.05,530.0,High
Maharashtra,Dhule,Other Pulses,Rabi,0.01,0.0,492.0,High
Bihar,Bhojpur,Tur,Kharif,0.0,0.0,1636.0,Medium
Madhya Pradesh,Umaria,Barley,Total,0.0,0.0,1115.0,Medium
Bihar,Arwal,Total Food Grains,Kharif,0.19,0.59,3168.0,Low
Jharkhand,Chatra,Other Pulses,Total,0.05,0.05,1171.0,Medium
Rajasthan,Hanumangarh,Moong,Total,1.02,0.71,699.0,High
Bihar,Kishanganj,Nutri/Coarse Cereals,Total,0.42,3.25,7713.0,Low
Jharkhand,Ramgarh,Rice,Total,0.3,0.47,1579.0,Medium
Karnataka,Raichur,Maize,Summer,0.0,0.0,4328.0,Low
Madhya Pradesh,Chhatarpur,Total Food Grains,Summer,0.07,0.04,587.0,High
Rajasthan,Dausa,Moong,Summer,0.0,0.0,1000.0,Medium
Tripura,Dhalai,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,895.0,Medium
Rajasthan,Churu,Jowar,Kharif,0.0,0.0,811.0,High
Uttarakhand,Champawat,Other Pulses,Total,0.02,0.02,1104.0,Medium
Rajasthan,Kotputli-Behror,Total Food Grains,Summer,0.0,0.0,1000.0,Medium
Karnataka,Tumakuru,Other Pulses,Kharif,0.16,0.11,728.0,High
Arunachal Pradesh,Kurung Kumey,Nutri/Coarse Cereals,Rabi,0.0,0.0,2030.0,Low
Madhya Pradesh,Sidhi,Bajra,Kharif,0.0,0.0,750.0,High
Rajasthan,Jaipur,Nutri/Coarse Cereals,Rabi,0.44,1.67,3752.0,Low
Maharashtra,Yavatmal,Total Food Grains,Total,3.34,3.86,1154.0,Medium
Telangana,Vikarabad,Jowar,Total,0.06,0.11,1706.0,Medium
Uttarakhand,Chamoli,Maize,Total,0.0,0.0,2056.0,Low
Telangana,Nizamabad,Shree Anna /Nutri Cereals,Total,0.06,0.08,1229.0,Medium
Andhra Pradesh,Vizianagaram,Cereals,Total,1.26,5.71,4522.0,Low
Bihar,Katihar,Total Food Grains,Total,1.71,7.75,4543.0,Low
Telangana,Siddipet,Tur,Kharif,0.03,0.02,550.0,High
Bihar,Nawada,Nutri/Coarse Cereals,Rabi,0.0,0.0,3650.0,Low
Telangana,Sangareddy,Ragi,Kharif,0.0,0.0,940.0,Medium
Karnataka,Mandya,Maize,Total,0.05,0.15,2890.0,Low
Maharashtra,Nashik,Shree Anna /Nutri Cereals,Rabi,0.04,0.04,959.0,Medium
Uttarakhand,Tehri Garhwal,Shree Anna /Nutri Cereals,Total,0.16,0.24,1482.0,Medium
Andhra Pradesh,Palnadu,Total Food Grains,Rabi,0.46,2.12,4556.0,Low
Andhra Pradesh,Chittoor,Maize,Rabi,0.0,0.01,6361.0,Low
Madhya Pradesh,Shivpuri,Tur,Kharif,0.0,0.0,625.0,High
Punjab,Jalandhar,Cereals,Rabi,1.73,8.69,5012.0,Low
Bihar,Darbhanga,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,754.0,High
Andhra Pradesh,West Godavari,Total Food Grains,Kharif,0.83,3.09,3713.0,Low
Andhra Pradesh,Prakasam,Jowar,Total,0.03,0.06,2329.0,Low
Maharashtra,Buldhana,Tur,Total,0.89,1.7,1905.0,Low
Tripura,Khowai,Total Pulses,Total,0.02,0.01,845.0,High
Bihar,Buxar,Cereals,Kharif,0.83,2.07,2479.0,Low
Andhra Pradesh,Bapatla,Maize,Kharif,0.02,0.1,5253.0,Low
Karnataka,Dharwad,Bajra,Kharif,0.0,0.0,1290.0,Medium
Rajasthan,Kota,Bajra,Kharif,0.0,0.0,1144.0,Medium
Maharashtra,Washim,Urad,Kharif,0.02,0.02,1084.0,Medium
Karnataka,Bidar,Nutri/Coarse Cereals,Summer,0.0,0.0,4328.0,Low
Maharashtra,Osmanabad,Maize,Summer,0.05,0.05,1067.0,Medium
Arunachal Pradesh,Pakke Kessang,Other Pulses,Total,0.0,0.0,982.0,Medium
Madhya Pradesh,Jhabua,Small Millets,Total,0.0,0.0,620.0,High
Telangana,Sangareddy,Wheat,Total,0.0,0.0,1973.0,Low
Madhya Pradesh,Seoni,Jowar,Kharif,0.0,0.0,1850.0,Medium
Madhya Pradesh,Seoni,Other Pulses,Rabi,0.11,0.07,634.0,High
Jharkhand,Ramgarh,Gram,Total,0.13,0.18,1330.0,Medium
Madhya Pradesh,Rewa,Wheat,Total,1.72,5.2,3018.0,Low
Rajasthan,Jaipur,Maize,Kharif,0.01,0.02,2552.0,Low
Punjab,S.A.S Nagar,Cereals,Rabi,0.52,2.42,4678.0,Low
Himachal Pradesh,Kullu,Rice,Total,0.0,0.0,1352.0,Medium
Tripura,Sepahijala,Rice,Kharif,0.26,0.84,3201.0,Low
Rajasthan,Jhalawar,Shree Anna /Nutri Cereals,Total,0.0,0.0,822.0,High
Uttarakhand,Bageshwar,Cereals,Kharif,0.17,0.28,1653.0,Medium
Madhya Pradesh,Rajgarh,Cereals,Kharif,0.3,0.66,2221.0,Low
Himachal Pradesh,Hamirpur,Cereals,Rabi,0.32,0.44,1390.0,Medium
Tripura,Khowai,Total Food Grains,Kharif,0.18,0.52,2973.0,Low
Madhya Pradesh,Datia,Gram,Rabi,0.12,0.18,1570.0,Medium
Maharashtra,Nagpur,Nutri/Coarse Cereals,Rabi,0.0,0.0,1119.0,Medium
Bihar,Gopalganj,Maize,Kharif,0.04,0.2,4613.0,Low
Rajasthan,Alwar,Maize,Total,0.0,0.01,2552.0,Low
Rajasthan,Rajsamand,Jowar,Total,0.06,0.11,2011.0,Low
Madhya Pradesh,Singrauli,Other Pulses,Total,0.05,0.05,1016.0,Medium
