State,District,Crop,Season,Area,Production,Yield,Risk
Telangana,Jangoan,Total Food Grains,Rabi,0.8,2.31,2880.0,Low
Andhra Pradesh,Vizianagaram,Gram,Rabi,0.0,0.0,1692.0,Medium
Telangana,Wanaparthy,Shree Anna /Nutri Cereals,Kharif,0.01,0.01,839.0,High
Andhra Pradesh,Bapatla,Total Pulses,Total,0.57,0.86,1500.0,Medium
Uttarakhand,Chamoli,Total Pulses,Total,0.03,0.03,1223.0,Medium
Himachal Pradesh,Kullu,Rice,Kharif,0.0,0.0,1352.0,Medium
Jharkhand,Saraikela Kharsawan,Bajra,Total,0.0,0.0,500.0,High
Maharashtra,Sangli,Tur,Total,0.11,0.07,667.0,High
Punjab,Bathinda,Gram,Total,0.0,0.0,1362.0,Medium
Bihar,Saran,Other Pulses,Total,0.0,0.0,881.0,Medium
Jharkhand,Godda,Ragi,Kharif,0.0,0.0,750.0,High
Bihar,Muzaffarpur,Cereals,Rabi,1.3,4.16,3199.0,Low
Maharashtra,Yavatmal,Urad,Total,0.02,0.01,575.0,High
Telangana,Bhadradri Kothagudem,Tur,Kharif,0.0,0.0,999.0,Medium
Telangana,Vikarabad,Urad,Rabi,0.0,0.0,1763.0,Medium
Tripura,Sepahijala,Cereals,Rabi,0.19,0.68,3523.0,Low
Karnataka,Vijayanagar,Other Pulses,Total,0.07,0.04,656.0,High
Karnataka,Davangere,Gram,Rabi,0.05,0.03,619.0,High
Karnataka,Bidar,Nutri/Coarse Cereals,Kharif,0.0,0.0,1170.0,Medium
Jharkhand,Lohardaga,Nutri/Coarse Cereals,Kharif,0.06,0.29,4516.0,Low
Rajasthan,Khairthal-Tijara,Gram,Total,0.02,0.02,1236.0,Medium
Telangana,Kumuram Bheem Asifabad,Total Food Grains,Total,0.5,1.18,2376.0,Low
Punjab,Tarn Taran,Moong,Kharif,0.0,0.0,785.0,High
Bihar,Pashchim Champaran,Shree Anna /Nutri Cereals,Total,0.0,0.0,764.0,High
Madhya Pradesh,Rajgarh,Cereals,Total,3.43,11.45,3337.0,Low
Bihar,Madhubani,Total Food Grains,Rabi,0.92,2.27,2475.0,Low
Telangana,Mahabubnagar,Cereals,Total,1.59,5.55,3494.0,Low
Arunachal Pradesh,Siang,Tur,Total,0.0,0.0,729.0,High
Jharkhand,Ranchi,Tur,Kharif,0.13,0.12,900.0,Medium
Maharashtra,Chandrapur,Total Food Grains,Kharif,2.27,3.87,1708.0,Medium
Karnataka,Mandya,Nutri/Coarse Cereals,Summer,0.02,0.07,4328.0,Low
Madhya Pradesh,Ashoknagar,Gram,Rabi,0.17,0.23,1335.0,Medium
Arunachal Pradesh,Lohit,Total Food Grains,Kharif,0.09,0.15,1658.0,Medium
Madhya Pradesh,Indore,Other Pulses,Total,0.0,0.0,702.0,High
Madhya Pradesh,Shajapur,Wheat,Rabi,1.81,5.93,3279.0,Low
Telangana,Karimnagar,Cereals,Rabi,1.17,5.05,4332.0,Low
Jharkhand,Latehar,Maize,Kharif,0.19,0.62,3226.0,Low
Rajasthan,Tonk,Shree Anna /Nutri Cereals,Kharif,1.6,1.33,830.0,High
Karnataka,Dharwad,Jowar,Kharif,0.0,0.0,1982.0,Low
Telangana,Adilabad,Wheat,Rabi,0.01,0.02,1749.0,Medium
Rajasthan,Alwar,Bajra,Kharif,1.49,2.59,1741.0,Medium
Bihar,Bhagalpur,Wheat,Total,0.45,1.44,3236.0,Low
Madhya Pradesh,Singrauli,Small Millets,Total,0.04,0.05,1110.0,Medium
Karnataka,Kolar,Ragi,Total,0.54,0.99,1842.0,Medium
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Total Food Grains,Kharif,0.64,2.05,3210.0,Low
Uttarakhand,Pauri Garhwal,Cereals,Kharif,0.17,0.28,1621.0,Medium
Karnataka,Bagalkote,Urad,Rabi,0.0,0.0,429.0,High
Telangana,Mahabubnagar,Tur,Kharif,0.05,0.03,585.0,High
Karnataka,Haveri,Tur,Total,0.0,0.0,645.0,High
Tripura,Sepahijala,Moong,Kharif,0.0,0.0,649.0,High
Andhra Pradesh,Srikakulam,Maize,Total,0.24,1.66,6913.0,Low
Karnataka,Ramanagara,Jowar,Rabi,0.0,0.0,1113.0,Medium
Andhra Pradesh,Prakasam,Gram,Total,0.25,0.31,1229.0,Medium
Karnataka,Koppal,Wheat,Total,0.01,0.01,534.0,High
Karnataka,Yadgir,Other Pulses,Rabi,0.0,0.0,580.0,High
Karnataka,Kolar,Total Food Grains,Kharif,0.65,1.21,1845.0,Medium
Bihar,Saharsa,Nutri/Coarse Cereals,Total,0.33,1.85,5554.0,Low
Himachal Pradesh,Kullu,Cereals,Rabi,0.1,0.21,2019.0,Low
Karnataka,Uttara Kannada,Rice,Summer,0.0,0.01,2283.0,Low
Arunachal Pradesh,Pakke Kessang,Cereals,Kharif,0.04,0.05,1369.0,Medium
Bihar,Sheohar,Rice,Kharif,0.21,0.41,1988.0,Low
Bihar,Purnia,Lentil,Total,0.04,0.02,450.0,High
Maharashtra,Palghar,Total Food Grains,Kharif,1.04,2.11,2033.0,Low
Andhra Pradesh,Guntur,Jowar,Kharif,0.0,0.0,437.0,High
Telangana,Medak,Shree Anna /Nutri Cereals,Rabi,0.04,0.1,2448.0,Low
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Total Pulses,Total,0.01,0.01,738.0,High
Telangana,Siddipet,Other Pulses,Kharif,0.0,0.0,949.0,Medium
Madhya Pradesh,Bhind,Total Food Grains,Rabi,1.28,4.54,3534.0,Low
Karnataka,Koppal,Tur,Total,0.55,0.28,508.0,High
Madhya Pradesh,Rajgarh,Rice,Total,0.01,0.01,1464.0,Medium
Jharkhand,Saraikela Kharsawan,Jowar,Total,0.0,0.0,500.0,High
Madhya Pradesh,Balaghat,Lentil,Total,0.0,0.0,503.0,High
Karnataka,Hassan,Jowar,Total,0.09,0.11,1254.0,Medium
Karnataka,Mandya,Total Food Grains,Total,2.29,3.79,1653.0,Medium
Bihar,Sheikhpura,Nutri/Coarse Cereals,Rabi,0.0,0.01,6080.0,Low
Bihar,Sheikhpura,Gram,Total,0.01,0.01,1160.0,Medium
Bihar,Nawada,Barley,Rabi,0.0,0.0,1391.0,Medium
Rajasthan,Sawai Madhopur,Cereals,Total,1.54,3.69,2389.0,Low
Arunachal Pradesh,Kamle,Total Pulses,Total,0.0,0.0,1055.0,Medium
Bihar,Sheikhpura,Nutri/Coarse Cereals,Kharif,0.0,0.0,1938.0,Low
Bihar,Samastipur,Gram,Rabi,0.0,0.0,1045.0,Medium
Jharkhand,Chatra,Tur,Total,0.06,0.08,1320.0,Medium
Maharashtra,Washim,Urad,Summer,0.0,0.0,539.0,High
Telangana,Peddapalli,Nutri/Coarse Cereals,Kharif,0.0,0.02,5707.0,Low
Maharashtra,Buldhana,Jowar,Kharif,0.02,0.03,1281.0,Medium
Bihar,Nawada,Total Food Grains,Kharif,1.01,2.99,2953.0,Low
Telangana,Nizamabad,Rice,Rabi,1.65,7.15,4338.0,Low
Karnataka,Mysuru,Rice,Kharif,0.64,2.11,3321.0,Low
Maharashtra,Washim,Bajra,Summer,0.0,0.0,910.0,Medium
Arunachal Pradesh,Lower Subansiri,Urad,Total,0.0,0.0,962.0,Medium
Telangana,Vikarabad,Urad,Total,0.02,0.01,546.0,High
Karnataka,Shivamogga,Shree Anna /Nutri Cereals,Total,0.01,0.01,1373.0,Medium
Himachal Pradesh,Shimla,Bajra,Total,0.0,0.0,571.0,High
Tripura,Unakoti,Cereals,Rabi,0.0,0.01,3382.0,Low
Madhya Pradesh,Chhatarpur,Bajra,Total,0.0,0.0,967.0,Medium
Punjab,Malerkotla,Nutri/Coarse Cereals,Total,0.01,0.03,4242.0,Low
Madhya Pradesh,Sagar,Nutri/Coarse Cereals,Summer,0.0,0.0,4286.0,Low
Rajasthan,Sikar,Barley,Total,0.27,0.98,3572.0,Low
Karnataka,Hassan,Gram,Rabi,0.0,0.0,736.0,High
Madhya Pradesh,Anuppur,Lentil,Rabi,0.2,0.14,693.0,High
Madhya Pradesh,Dindori,Moong,Summer,0.0,0.0,644.0,High
Maharashtra,Bhandara,Cereals,Rabi,0.14,0.24,1640.0,Medium
Maharashtra,Parbhani,Maize,Summer,0.01,0.01,1026.0,Medium
Bihar,Saharsa,Jowar,Total,0.0,0.0,1075.0,Medium
Madhya Pradesh,Agar Malwa,Cereals,Kharif,0.03,0.06,2250.0,Low
Himachal Pradesh,Kinnaur,Total Food Grains,Rabi,0.01,0.02,1948.0,Low
Rajasthan,Pratapgarh,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,932.0,Medium
Arunachal Pradesh,Lower Dibang Valley,Lentil,Total,0.0,0.0,857.0,High
Punjab,Moga,Total Food Grains,Summer,0.04,0.04,1000.0,Medium
Karnataka,Davangere,Shree Anna /Nutri Cereals,Rabi,0.04,0.06,1607.0,Medium
Karnataka,Chikkamagaluru,Maize,Total,0.05,0.16,2898.0,Low
Telangana,Mulugu,Tur,Kharif,0.0,0.0,934.0,Medium
Madhya Pradesh,Ratlam,Cereals,Rabi,1.92,6.65,3467.0,Low
Telangana,Suryapet,Ragi,Total,0.0,0.0,940.0,Medium
Karnataka,Vijayanagar,Other Pulses,Rabi,0.06,0.04,630.0,High
Madhya Pradesh,Guna,Maize,Summer,0.0,0.0,4720.0,Low
Maharashtra,Hingoli,Nutri/Coarse Cereals,Kharif,0.04,0.03,710.0,High
Andhra Pradesh,Y.S.R.,Urad,Total,0.27,0.12,422.0,High
Uttarakhand,Udam Singh Nagar,Maize,Summer,0.01,0.03,3020.0,Low
Bihar,Vaishali,Total Food Grains,Rabi,0.41,1.42,3495.0,Low
Goa,South Goa,Other Pulses,Total,0.01,0.0,532.0,High
Rajasthan,Balotra,Wheat,Rabi,0.08,0.3,3559.0,Low
Punjab,Patiala,Nutri/Coarse Cereals,Kharif,0.01,0.04,5031.0,Low
Andhra Pradesh,Bapatla,Shree Anna /Nutri Cereals,Total,0.08,0.52,6739.0,Low
Andhra Pradesh,Kurnool,Small Millets,Total,0.1,0.09,866.0,High
Madhya Pradesh,Katni,Gram,Total,0.08,0.13,1543.0,Medium
Andhra Pradesh,Eluru,Tur,Total,0.0,0.0,735.0,High
Arunachal Pradesh,Tirap,Cereals,Total,0.09,0.11,1230.0,Medium
Jharkhand,Gumla,Other Pulses,Total,0.1,0.07,697.0,High
Bihar,Jamui,Rice,Kharif,0.43,1.27,2936.0,Low
Madhya Pradesh,Vidisha,Cereals,Kharif,1.29,2.04,1586.0,Medium
Telangana,Kamareddy,Wheat,Total,0.0,0.01,1785.0,Medium
Maharashtra,Aurangabad,Small Millets,Kharif,0.02,0.01,386.0,High
Karnataka,Davangere,Other Pulses,Kharif,0.0,0.0,627.0,High
Madhya Pradesh,Raisen,Total Food Grains,Summer,1.79,2.16,1207.0,Medium
Rajasthan,Jodhpur,Cereals,Total,3.44,2.63,765.0,High
Andhra Pradesh,Parvathipuram Manyam,Ragi,Total,0.01,0.01,1209.0,Medium
Madhya Pradesh,Shahdol,Small Millets,Total,0.11,0.09,795.0,High
Karnataka,Bengaluru Rural,Maize,Rabi,0.0,0.0,3584.0,Low
Maharashtra,Aurangabad,Cereals,Summer,0.18,0.36,2046.0,Low
Karnataka,Koppal,Other Pulses,Kharif,0.18,0.09,489.0,High
Rajasthan,Nagaur,Lentil,Total,0.0,0.0,1070.0,Medium
Punjab,S.A.S Nagar,Barley,Total,0.0,0.01,4009.0,Low
Rajasthan,Nagaur,Total Food Grains,Total,6.94,5.06,729.0,High
Bihar,Nalanda,Total Pulses,Total,0.26,0.25,967.0,Medium
Maharashtra,Hingoli,Gram,Rabi,1.61,1.72,1063.0,Medium
Karnataka,Belagavi,Rice,Kharif,0.54,1.37,2561.0,Low
Rajasthan,Balotra,Nutri/Coarse Cereals,Total,3.13,1.39,445.0,High
Telangana,Nirmal,Total Food Grains,Rabi,1.25,5.55,4451.0,Low
Andhra Pradesh,Chittoor,Moong,Total,0.0,0.0,573.0,High
Andhra Pradesh,Bapatla,Nutri/Coarse Cereals,Total,0.34,2.73,8082.0,Low
Telangana,Medchal Malkajgiri,Tur,Total,0.0,0.0,934.0,Medium
Andhra Pradesh,Sri Sathya Sai,Tur,Kharif,0.38,0.08,225.0,High
Tripura,South Tripura,Moong,Rabi,0.0,0.0,730.0,High
Maharashtra,Aurangabad,Maize,Summer,0.1,0.3,2850.0,Low
Punjab,Malerkotla,Rice,Total,0.53,2.83,5328.0,Low
Jharkhand,Giridih,Maize,Total,0.22,0.55,2559.0,Low
Madhya Pradesh,Alirajpur,Wheat,Total,0.31,0.62,2006.0,Low
Madhya Pradesh,Barwani,Tur,Total,0.01,0.01,1187.0,Medium
Madhya Pradesh,Satna,Shree Anna /Nutri Cereals,Kharif,0.05,0.06,1292.0,Medium
Andhra Pradesh,Anantapur,Moong,Total,0.01,0.0,352.0,High
Karnataka,Vijayanagar,Cereals,Kharif,2.89,7.22,2501.0,Low
Maharashtra,Ahmednagar,Tur,Kharif,0.75,0.74,984.0,Medium
Arunachal Pradesh,Lower Siang,Shree Anna /Nutri Cereals,Total,0.02,0.02,963.0,Medium
Madhya Pradesh,Anuppur,Urad,Summer,0.0,0.0,620.0,High
Bihar,Buxar,Total Food Grains,Summer,0.0,0.0,3486.0,Low
Madhya Pradesh,Shajapur,Cereals,Kharif,0.01,0.03,1918.0,Low
Telangana,Kamareddy,Jowar,Total,0.29,1.04,3595.0,Low
Rajasthan,Chittorgarh,Jowar,Total,0.24,0.48,2021.0,Low
Telangana,Nizamabad,Tur,Kharif,0.0,0.0,967.0,Medium
Andhra Pradesh,Tirupati,Shree Anna /Nutri Cereals,Kharif,0.02,0.06,3284.0,Low
Telangana,Jagitial,Total Food Grains,Kharif,1.32,5.22,3965.0,Low
Bihar,Gaya,Total Pulses,Total,0.14,0.16,1136.0,Medium
Karnataka,Ramanagara,Tur,Total,0.01,0.01,757.0,High
Madhya Pradesh,Bhopal,Total Food Grains,Rabi,1.17,3.62,3104.0,Low
Tripura,Unakoti,Rice,Kharif,0.16,0.48,3043.0,Low
Andhra Pradesh,Anakapalli,Total Food Grains,Kharif,0.58,1.8,3116.0,Low
Karnataka,Mandya,Moong,Kharif,0.0,0.0,430.0,High
Maharashtra,Ratnagiri,Small Millets,Total,0.0,0.0,531.0,High
Karnataka,Vijayanagar,Rice,Total,0.28,0.96,3479.0,Low
Madhya Pradesh,Shajapur,Tur,Kharif,0.0,0.0,748.0,High
Maharashtra,Parbhani,Jowar,Total,0.98,1.11,1130.0,Medium
Karnataka,Haveri,Other Pulses,Total,0.22,0.12,525.0,High
Arunachal Pradesh,West Siang,Tur,Kharif,0.0,0.0,1129.0,Medium
Andhra Pradesh,Kakinada,Gram,Total,0.0,0.01,1692.0,Medium
Arunachal Pradesh,Shi Yomi,Rice,Kharif,0.03,0.05,1664.0,Medium
Madhya Pradesh,Ashoknagar,Bajra,Total,0.0,0.0,1600.0,Medium
Bihar,Nalanda,Shree Anna /Nutri Cereals,Total,0.0,0.0,1000.0,Medium
Jharkhand,Lohardaga,Total Pulses,Total,0.19,0.16,854.0,High
Madhya Pradesh,Umaria,Maize,Summer,0.0,0.0,3880.0,Low
Madhya Pradesh,Seoni,Total Food Grains,Summer,0.17,0.15,902.0,Medium
Rajasthan,Bikaner,Nutri/Coarse Cereals,Total,1.1,0.8,725.0,High
Telangana,Yadadri Bhuvanagiri,Other Pulses,Total,0.0,0.0,773.0,High
Karnataka,Bagalkote,Cereals,Total,1.96,5.29,2702.0,Low
Rajasthan,Dungarpur,Urad,Kharif,0.02,0.01,766.0,High
Jharkhand,Palamu,Jowar,Total,0.0,0.0,724.0,High
Telangana,Nagarkurnool,Total Pulses,Total,0.1,0.14,1491.0,Medium
Bihar,Sitamarhi,Cereals,Total,2.02,5.45,2698.0,Low
Bihar,Patna,Nutri/Coarse Cereals,Kharif,0.02,0.04,1658.0,Medium
Andhra Pradesh,Nandyal,Bajra,Total,0.06,0.13,2396.0,Low
Arunachal Pradesh,Lower Siang,Tur,Total,0.0,0.0,1029.0,Medium
Bihar,Katihar,Urad,Kharif,0.01,0.0,905.0,Medium
Jharkhand,Dhanbad,Tur,Kharif,0.02,0.02,1200.0,Medium
Tripura,Unakoti,Total Food Grains,Rabi,0.01,0.01,1637.0,Medium
Madhya Pradesh,Alirajpur,Jowar,Total,0.04,0.06,1615.0,Medium
Rajasthan,Jaipur,Other Pulses,Total,0.05,0.14,2825.0,Low
Andhra Pradesh,Sri Sathya Sai,Total Food Grains,Kharif,0.8,1.39,1749.0,Medium
Uttarakhand,Rudra Prayag,Wheat,Total,0.08,0.14,1609.0,Medium
Madhya Pradesh,Ratlam,Nutri/Coarse Cereals,Rabi,0.03,0.05,1931.0,Low
Rajasthan,Salumbar,Rice,Kharif,0.0,0.0,2593.0,Low
Andhra Pradesh,Vizianagaram,Cereals,Rabi,0.19,1.63,8696.0,Low
Madhya Pradesh,Niwari,Moong,Kharif,0.02,0.01,390.0,High
Maharashtra,Latur,Small Millets,Total,0.01,0.0,243.0,High
Rajasthan,Bharatpur,Cereals,Total,2.12,5.19,2451.0,Low
Karnataka,Ballari,Other Pulses,Kharif,0.0,0.0,595.0,High
Arunachal Pradesh,Tawang,Total Food Grains,Kharif,0.03,0.06,1713.0,Medium
Andhra Pradesh,Sri Sathya Sai,Gram,Rabi,0.01,0.01,816.0,High
Rajasthan,Udaipur,Jowar,Kharif,0.07,0.09,1256.0,Medium
Bihar,Pashchim Champaran,Nutri/Coarse Cereals,Kharif,0.01,0.02,3380.0,Low
Rajasthan,Barmer,Gram,Rabi,0.0,0.0,1236.0,Medium
Telangana,Khammam,Cereals,Total,2.49,10.59,4257.0,Low
Karnataka,Hassan,Other Pulses,Rabi,0.03,0.02,699.0,High
Maharashtra,Nandurbar,Nutri/Coarse Cereals,Rabi,0.15,0.3,1961.0,Low
Himachal Pradesh,Sirmaur,Small Millets,Kharif,0.0,0.0,620.0,High
Madhya Pradesh,East Nimar,Maize,Kharif,0.31,1.04,3361.0,Low
Bihar,Kishanganj,Small Millets,Kharif,0.0,0.0,628.0,High
Telangana,Jogulamba Gadwal,Bajra,Total,0.0,0.0,1013.0,Medium
Madhya Pradesh,Mandsaur,Maize,Rabi,0.0,0.0,2296.0,Low
Andhra Pradesh,Srikakulam,Tur,Total,0.0,0.0,735.0,High
Madhya Pradesh,Dindori,Nutri/Coarse Cereals,Kharif,0.37,0.63,1720.0,Medium
Telangana,Nirmal,Tur,Kharif,0.04,0.03,761.0,High
Karnataka,Kalaburagi,Nutri/Coarse Cereals,Summer,0.0,0.0,4328.0,Low
Uttarakhand,Bageshwar,Other Pulses,Kharif,0.01,0.01,979.0,Medium
Andhra Pradesh,Prakasam,Shree Anna /Nutri Cereals,Summer,0.0,0.0,2551.0,Low
Maharashtra,Dhule,Total Food Grains,Total,2.58,3.59,1392.0,Medium
Uttarakhand,Nainital,Urad,Total,0.02,0.03,1236.0,Medium
Maharashtra,Beed,Total Food Grains,Summer,0.11,0.11,1022.0,Medium
Bihar,Vaishali,Bajra,Kharif,0.0,0.0,1320.0,Medium
Jharkhand,Ranchi,Nutri/Coarse Cereals,Rabi,0.02,0.06,2800.0,Low
Karnataka,Kalaburagi,Cereals,Summer,0.0,0.02,3607.0,Low
Madhya Pradesh,Chhatarpur,Maize,Total,0.01,0.02,1585.0,Medium
Andhra Pradesh,Vizianagaram,Small Millets,Kharif,0.0,0.0,2169.0,Low
Karnataka,Shivamogga,Rice,Summer,0.06,0.19,2918.0,Low
Rajasthan,Dausa,Wheat,Total,0.7,2.65,3784.0,Low
Tripura,Sepahijala,Rice,Total,0.45,1.51,3338.0,Low
Maharashtra,Gondia,Moong,Summer,0.0,0.0,184.0,High
Uttarakhand,Pithoragarh,Shree Anna /Nutri Cereals,Total,0.1,0.14,1324.0,Medium
Telangana,Nizamabad,Other Pulses,Rabi,0.0,0.0,742.0,High
Uttarakhand,Udam Singh Nagar,Total Food Grains,Kharif,1.03,3.4,3300.0,Low
Maharashtra,Osmanabad,Cereals,Summer,0.05,0.05,1050.0,Medium
Arunachal Pradesh,Anjaw,Shree Anna /Nutri Cereals,Total,0.02,0.03,1163.0,Medium
Punjab,Kapurthala,Total Food Grains,Kharif,1.18,5.63,4784.0,Low
Telangana,Vikarabad,Nutri/Coarse Cereals,Kharif,0.11,0.42,3850.0,Low
Maharashtra,Osmanabad,Other Pulses,Total,0.14,0.06,411.0,High
Maharashtra,Thane,Ragi,Kharif,0.03,0.03,868.0,High
Maharashtra,Nashik,Moong,Summer,0.0,0.0,184.0,High
Himachal Pradesh,Chamba,Moong,Total,0.0,0.0,486.0,High
Bihar,Jamui,Total Food Grains,Rabi,0.3,0.77,2571.0,Low
Andhra Pradesh,Kakinada,Ragi,Total,0.0,0.0,1311.0,Medium
Rajasthan,Barmer,Wheat,Rabi,0.03,0.09,3559.0,Low
Jharkhand,Dhanbad,Ragi,Kharif,0.0,0.0,700.0,High
Bihar,Purnia,Gram,Total,0.0,0.0,1045.0,Medium
Rajasthan,Didwana Kuchaman,Other Pulses,Total,0.01,0.01,803.0,High
Himachal Pradesh,Una,Total Food Grains,Rabi,0.35,0.83,2346.0,Low
Karnataka,Bidar,Moong,Total,0.31,0.18,590.0,High
Andhra Pradesh,Palnadu,Rice,Rabi,0.21,0.81,3880.0,Low
Bihar,Samastipur,Cereals,Rabi,0.75,3.23,4301.0,Low
Andhra Pradesh,Nandyal,Maize,Total,0.7,3.35,4767.0,Low
Arunachal Pradesh,West Kameng,Rice,Total,0.01,0.02,1864.0,Low
Madhya Pradesh,Sheopur,Gram,Total,0.05,0.08,1767.0,Medium
Himachal Pradesh,Kangra,Wheat,Rabi,0.78,1.53,1964.0,Low
Madhya Pradesh,Hoshangabad,Barley,Total,0.0,0.0,1760.0,Medium
Arunachal Pradesh,Kurung Kumey,Nutri/Coarse Cereals,Total,0.01,0.01,1375.0,Medium
Telangana,Medak,Rice,Rabi,1.06,3.5,3300.0,Low
Karnataka,Kolar,Cereals,Rabi,0.02,0.05,3089.0,Low
Madhya Pradesh,Betul,Jowar,Total,0.02,0.02,1360.0,Medium
Maharashtra,Washim,Total Food Grains,Kharif,0.73,0.81,1114.0,Medium
Rajasthan,Bikaner,Total Pulses,Total,5.52,3.4,616.0,High
Telangana,Adilabad,Maize,Rabi,0.05,0.23,4754.0,Low
Maharashtra,Amravati,Rice,Total,0.06,0.05,975.0,Medium
Himachal Pradesh,Kangra,Total Food Grains,Rabi,0.8,1.57,1958.0,Low
Madhya Pradesh,Rajgarh,Total Food Grains,Total,3.72,11.78,3164.0,Low
Maharashtra,Sindhudurg,Rice,Kharif,0.57,1.59,2794.0,Low
Rajasthan,Udaipur,Rice,Kharif,0.04,0.07,1810.0,Medium
Arunachal Pradesh,Pakke Kessang,Maize,Kharif,0.01,0.01,1498.0,Medium
Maharashtra,Chandrapur,Moong,Total,0.01,0.0,196.0,High
Madhya Pradesh,Pandhurna,Maize,Rabi,0.0,0.01,3961.0,Low
Madhya Pradesh,Jabalpur,Small Millets,Kharif,0.08,0.08,1022.0,Medium
Rajasthan,Dholpur,Shree Anna /Nutri Cereals,Total,0.94,1.88,1998.0,Low
Bihar,Pashchim Champaran,Moong,Total,0.0,0.0,912.0,Medium
Andhra Pradesh,Tirupati,Moong,Total,0.0,0.0,622.0,High
Madhya Pradesh,Dhar,Lentil,Total,0.0,,,Low
Bihar,Gopalganj,Total Food Grains,Kharif,0.52,1.29,2492.0,Low
Bihar,Banka,Small Millets,Total,0.01,0.01,875.0,Medium
Karnataka,Belagavi,Rice,Total,0.54,1.38,2562.0,Low
Karnataka,Kalaburagi,Bajra,Total,0.01,0.01,1266.0,Medium
Bihar,Siwan,Shree Anna /Nutri Cereals,Kharif,0.01,0.01,1067.0,Medium
Madhya Pradesh,Agar Malwa,Lentil,Total,0.12,0.1,820.0,High
Karnataka,Mandya,Urad,Rabi,0.0,0.0,429.0,High
Madhya Pradesh,Umaria,Urad,Kharif,0.01,0.01,460.0,High
Jharkhand,Ramgarh,Nutri/Coarse Cereals,Rabi,0.0,0.0,2260.0,Low
Telangana,Ranga Reddy,Moong,Total,0.0,0.0,643.0,High
Bihar,Sitamarhi,Cereals,Rabi,0.94,3.37,3572.0,Low
Maharashtra,Akola,Total Pulses,Total,1.85,1.95,1051.0,Medium
Rajasthan,Sikar,Jowar,Total,0.0,0.0,811.0,High
Uttarakhand,Uttar Kashi,Shree Anna /Nutri Cereals,Total,0.09,0.14,1611.0,Medium
Telangana,Nizamabad,Tur,Total,0.0,0.0,967.0,Medium
Karnataka,Kolar,Maize,Rabi,0.01,0.04,3584.0,Low
Andhra Pradesh,Chittoor,Total Food Grains,Rabi,0.21,0.31,1457.0,Medium
Arunachal Pradesh,Tawang,Shree Anna /Nutri Cereals,Total,0.01,0.02,1158.0,Medium
Telangana,Warangal,Shree Anna /Nutri Cereals,Rabi,0.0,0.0,917.0,Medium
Madhya Pradesh,Mandla,Wheat,Rabi,0.52,1.19,2282.0,Low
Himachal Pradesh,Kullu,Other Pulses,Total,0.0,0.0,551.0,High
Bihar,Purnia,Other Pulses,Rabi,0.01,0.01,1055.0,Medium
Tripura,West Tripura,Nutri/Coarse Cereals,Kharif,0.01,0.02,1562.0,Medium
Arunachal Pradesh,Tawang,Nutri/Coarse Cereals,Total,0.02,0.04,1682.0,Medium
Jharkhand,Giridih,Cereals,Total,1.1,2.62,2376.0,Low
Karnataka,Koppal,Jowar,Kharif,0.02,0.04,1994.0,Low
Maharashtra,Yavatmal,Nutri/Coarse Cereals,Total,0.16,0.13,813.0,High
Madhya Pradesh,Sagar,Wheat,Rabi,2.57,7.23,2809.0,Low
Arunachal Pradesh,Lower Dibang Valley,Moong,Kharif,0.0,0.0,1071.0,Medium
Madhya Pradesh,Chhatarpur,Urad,Summer,0.0,0.0,880.0,Medium
Karnataka,Ramanagara,Cereals,Total,0.7,1.18,1700.0,Medium
Maharashtra,Aurangabad,Shree Anna /Nutri Cereals,Rabi,0.33,0.35,1066.0,Medium
Madhya Pradesh,Harda,Nutri/Coarse Cereals,Rabi,0.12,0.49,4176.0,Low
Punjab,Barnala,Total Pulses,Total,0.02,0.02,1136.0,Medium
Rajasthan,Ganganagar,Other Pulses,Kharif,0.05,0.03,530.0,High
Arunachal Pradesh,Shi Yomi,Nutri/Coarse Cereals,Total,0.01,0.01,1636.0,Medium
Bihar,Purnia,Rice,Kharif,1.28,2.68,2098.0,Low
Arunachal Pradesh,Upper Siang,Moong,Total,0.0,0.0,1122.0,Medium
Uttarakhand,Dehradun,Barley,Rabi,0.0,0.01,2048.0,Low
Karnataka,Hassan,Jowar,Rabi,0.01,0.02,1113.0,Medium
Bihar,Khagaria,Moong,Summer,0.01,0.0,265.0,High
Maharashtra,Beed,Nutri/Coarse Cereals,Kharif,0.42,0.67,1591.0,Medium
Madhya Pradesh,Niwari,Other Pulses,Rabi,0.0,0.0,1253.0,Medium
Uttarakhand,Dehradun,Shree Anna /Nutri Cereals,Total,0.0,0.0,1741.0,Medium
Madhya Pradesh,Ratlam,Total Pulses,Total,0.15,0.18,1234.0,Medium
Jharkhand,Chatra,Gram,Total,0.19,0.21,1115.0,Medium
Telangana,Ranga Reddy,Urad,Kharif,0.0,0.0,790.0,High
Andhra Pradesh,Palnadu,Bajra,Total,0.0,0.0,2551.0,Low
Karnataka,Chikkaballapura,Total Food Grains,Kharif,1.04,1.88,1811.0,Medium
Arunachal Pradesh,Kurung Kumey,Maize,Kharif,0.0,0.0,1622.0,Medium
Karnataka,Vijayanagar,Rice,Rabi,0.04,0.11,2842.0,Low
Maharashtra,Osmanabad,Nutri/Coarse Cereals,Kharif,0.13,0.16,1211.0,Medium
